,tweetcreatedts,text,language,username
12,2022-01-01 04:42:13+00:00,@FoxNews Since Ukraine wants to join NATO shouldn’t that be the focus?,en,1hikid
13,2022-01-01 04:31:28+00:00,@FoxNews Well since Putin had Trump in his back pocket @mikepompeo should not have much to say. Trump/prostitute videos when he was in Russia. Odds are yes.,en,jbenimble1
14,2022-01-01 04:02:36+00:00,@FoxNews You worked with Trump who:\n❌Gave Putin Syria\n❌Fomented anger at the UN &amp; NATO\n❌Hired Manafort who changed the GOP platform to weaken Ukraine,en,vodaeau
15,2022-01-01 00:43:26+00:00,"@FoxNews During crisis Trump played golf, Cruz split to Cancun, Hawley raised a Nazi fist, Cawthorn went to Russia for mail-order bride delivery, Pence hid on the Capitol loading dock, Lindsey had a double on the rocks, Gohmert lost a tooth, Brooks dodged a server, &amp; DeSantis evaporated.",en,Bill43111
0,2022-01-02 23:20:53+00:00,"@FoxNews In all honesty can someone say Reps. Schiff, Nadler, jayapaul, Maxine Waters, and Sens. Orono, Booker, Blumenthal should not be permanently banned from Twitter? And everyone who pushed the phony Russia collusion “misinformation”? Twitter would only have a few people left.",en,joegeshel
1,2022-01-02 21:56:42+00:00,"@FoxNews Oh Honey, GOP Slid down the toilet on many, many things.  Trump+Russia:  Rep. Adam Schiff says it appears to be 'very likely' that Russia will invade Ukraine https://t.co/PENXu5qKeU via @Yahoo",en,KMaldon57599967
2,2022-01-02 20:34:48+00:00,"@FoxNews Covid vaccines are not what they thought you can get and spread covid, Hillary Clinton made up the Russia hoax, Hunter Biden’s laptop needs to be investigated. Tweeter is a left wing out let that should not be protected by section 230.",en,RepublicanMZ
3,2022-01-02 20:21:46+00:00,@FoxNews Twitter is the greatest tool for disinformation that Russia has ever wielded,en,pataz1
4,2022-01-02 18:40:23+00:00,@FoxNews Just like Russia. If an opinion is disagreeable you shut it down. \n\nIn the USA we celebrate our freedoms and one them is speech.,en,Tom1967_1970
5,2022-01-02 17:06:02+00:00,@FoxNews Good passing along misinformation is playing right into putins hands...\nHe'd love nothing more than to have his ANTI-NATO puppet back in office for his Ukraine ambitions.,en,Mike54204247
6,2022-01-02 16:12:00+00:00,@FoxNews FOX finds it so easy to play the pawn in Putins chess game...\nPassing along misinformation to the mentally vulnerable....\nHe's on a mission to get his ANTI-NATO puppet back in office for his Ukraine ambitions...and FOX plays right into it.,en,Mike54204247
7,2022-01-02 16:00:06+00:00,"@FoxNews Fox will surely pass along Russian propaganda to the mentally vulnerable Americans...\nPutin would love to have his ANTI-NATO puppet back in office for his Ukraine ambitions,  and fox will be a pawn in Putins chess game.",en,Mike54204247
8,2022-01-02 15:35:08+00:00,"@FoxNews This is subtle Russia propaganda,  courtesy of FOX...\nPutins on a mission to divide us and get their ANTI-NATO puppet back in for his Ukraine ambitions.",en,Mike54204247
9,2022-01-02 15:33:30+00:00,"@FoxNews This is actually very subtle RUSSIAN PROPAGANDA  courtesy of FOX, with intent to further divide us, they want now more than ever to get their ANTI-NATO puppet back in  office for their Ukraine ambitions.",en,Mike54204247
10,2022-01-02 15:09:01+00:00,"@FoxNews In the article DeSantis said that our rights are a gift from GOD, not government.  So, why doesn't GOD give rights to people in Vietnam?  or Venezuela?  or Russia?\n\nThe idiocy of DeSantis is a Neverending Story.  Free to infect and get sick!  Free to demand monoclonal antibodies!",en,DeborahShulman3
11,2022-01-02 15:05:27+00:00,@FoxNews Not happening.   This dude will be in prison.  Or living in Russia.,en,drvancouver
12,2022-01-02 14:58:18+00:00,@FoxNews That's RUSSIAN propaganda courtesy of FOX.....putin wants his ANTI-NATO puppet back in office for their Ukraine ambitions.,en,Mike54204247
13,2022-01-02 09:34:50+00:00,@FoxNews So since Joe tensions with both China and Russia have risen.,en,robertosmadness
14,2022-01-02 03:39:12+00:00,@FoxNews Fox Nation? Is that part of Russia?,en,Idk33050175
15,2022-01-02 00:10:08+00:00,"@FoxNews What happened to Pompeo. He weights half of what he used to.\n\n About Putin and Ukraine and Syria etc etc it is better  if he doesn't say anything. He donated Putin and his friends far too much space, now we pay the consequences.",en,Alibaba656
0,2022-01-03 18:04:17+00:00,"@FoxNews Jan. 6,A day that will live in Infamy. Just like Pearl Harbor. USA was attacked. But, this time the Enemy is Domestic Terrorist. Tried to Overthrow the USA &amp; kill VP Pence &amp; Congress &amp; install a Dictator. Like China or Russia. Cap. Police stopped em. Americans must stop Traitor’s",en,MichaeHumphrey
1,2022-01-03 17:37:43+00:00,@FoxNews This isn't important....the real news is FOX continues to be Russia's mouthpiece for their propaganda...\nPutin wants nothing more to have his ANTI-NATO puppet back in office...,en,Mike54204247
2,2022-01-03 17:05:46+00:00,@FoxNews so Russia needs to destroy Christmas .. by use of diesel Ronald Regan will you help .. well nacey forever again.. yes climatechange https://t.co/fflmP5n7Vw,en,CReTheIll
3,2022-01-03 15:55:32+00:00,@FoxNews Russia wants Americans  to visit Russia .. Russia doesn't need more land mass like Isreal .. countries once part of a Russian front should  join again if they wish .. nato was created to stop Europe from creating fascism again https://t.co/Mf3I9OwSnZ,en,CReTheIll
4,2022-01-03 09:17:11+00:00,"@FoxNews The elitist left won’t do well because they have lied to the American people.  Inflation running amuck, they are trying to totally control us with their irresponsible feckless mandates, the southern border is wide open for anyone to come in &amp; we aren’t safe from China or Russia",en,arlene_olson
5,2022-01-03 06:16:51+00:00,@FoxNews anyone ever remember in school when you learned how it cost $20/lb for hamburger in socialist russia or $100/lb in socialist north korea?? no reason....,en,prcabulrid
6,2022-01-03 06:02:00+00:00,@FoxNews biden is not walking on eggshells. he is not failing. trump asked russia for help to win the election and kissed russia ass for 4 years. get it straight.,en,jive_king
7,2022-01-03 00:48:38+00:00,"@FoxNews That's a sad truth !! As the world watch your democracy collapsing, China and Russia are so happy and are taking control of the world.",en,lucta63
8,2022-01-03 00:39:34+00:00,"@FoxNews The Biden administration needs to get involved; they could skillfully negotiate like they did in Afghanistan, Iran, and Russia.",en,Whyme2016Whyme
0,2022-01-04 23:35:23+00:00,"@FoxNews Fox News loves Putin and Russia, and does not stand with democracy around the world. Ask Tucker Carlson.",en,hockeyzagMP
1,2022-01-04 23:29:26+00:00,@FoxNews Democrats like her is why most independents and conservatives can’t stand liberals. Trump was a lot tougher on Russia than Biden is. Can’t wait until the republicans take back control of Congress.,en,wahoo5110
2,2022-01-04 23:25:01+00:00,"@FoxNews It's proven Russia did help with propaganda....and still continues..\nPutin wants an ANTI-NATO puppet in there for his agenda, especially when it comes to Ukraine. \nFOX news and the radicalized GOP are now the mouthpieces of Russia.",en,Mike54204247
3,2022-01-04 23:19:46+00:00,@FoxNews yet he was the toughest on russia policy wise...,en,BenWGleason
4,2022-01-04 23:10:26+00:00,"@FoxNews Since he refuses to show his tax returns, do you think he is hiding some illegal shit?  (Russia interests)",en,hartje_e
5,2022-01-04 23:02:25+00:00,@FoxNews You mean the same Russia that Brian’s helping with the pipeline,en,ShermieG2
6,2022-01-04 23:00:10+00:00,"@FoxNews Can anyone dispute with evidence that claim. Lots of evidence that russia played in the 2016 election, with Trump and his minions.",en,BillChappuie
7,2022-01-04 22:58:47+00:00,"@FoxNews “Russia, if you’re listening, I hope you’re able to find the 30,000 emails that are missing.  I think you will probably be rewarded mightily by our press.”",en,JC_Supernova
8,2022-01-04 22:52:31+00:00,"@FoxNews We have proof that Russia was helping Trump…\nWhen asked in court to provide evidence of voter fraud, even Rudy couldn’t do it…\nTexas AG offered $10K for voter fraud evidence, he received two, both were votes for Trump, he didn’t pay up!",en,TheGree51669010
9,2022-01-04 22:49:29+00:00,@FoxNews Hilarious Clinton used Russia.  Old news,en,DannyLee420
10,2022-01-04 22:42:21+00:00,@FoxNews Ana Navarro is right and she is a Republican.  Trump got help from the Russians to win the 2016 election.  Russia is a hostile foreign power and Trump sought and received Russia’s help.   For that he should be in prison and he was never a legitimate president as a result.,en,DanielW142
11,2022-01-04 22:13:04+00:00,@FoxNews The Truth Hurts sometimes. Russia was the main reason Trump was elected. He lost the popular vote by over 2.3 million votes. Yet the electoral college saw fit to elect the LOSER and queef. Based on American first ideals. Yet that's not the case. he colluded with RUSSIA.,en,RickyAStrain
12,2022-01-04 22:10:11+00:00,@FoxNews trump himself was concerned that the proof of Russia's interference would make him look illegitimate.,en,dambikers
13,2022-01-04 22:07:04+00:00,"@FoxNews “Russia, if your listening, I hope you find Hillary’s emails”….sound familiar?",en,mattfortgang1
14,2022-01-04 22:05:05+00:00,@FoxNews Biden won. Trump had help from Russia with misinformation everywhere. Hell republicans think January 6th wasn’t done by any republicans! Insane.,en,stopthepolitic
15,2022-01-04 22:00:43+00:00,"@FoxNews Yes, they proved Russia meddled. Just couldn’t connect trump to it. Those are facts, not feelings.",en,jlawoop
16,2022-01-04 21:59:08+00:00,"@FoxNews In retirement seems Prince Charles should wake up and worry about a nuclear strike on London before Climate Change, possibly from Russia, Communist China, Iran or other rogue Communist country",en,dgnargele
17,2022-01-04 21:55:51+00:00,@FoxNews Liberals STILL trying to go with Russia Hoax - because they have nothing else. Liberals in office less than a year and the American voters (the legal ones) can't wait to vote them out. Why are Pelosi &amp; Schumer so hot to change voting laws? It's their only chance to stay in power.,en,EricDubU
18,2022-01-04 21:54:52+00:00,@FoxNews Remember that time when Putin handed Trump his testicles in a bag and he said his own intelligence agencies were wrong about Russia? https://t.co/XMrFMXndWa,en,EpitomeOfIrony
19,2022-01-04 21:53:53+00:00,@FoxNews Well Biden had help from china and Russia,en,chazblindgolfer
20,2022-01-04 21:53:18+00:00,@FoxNews Russia if you’re listening…,en,krixter
21,2022-01-04 21:52:39+00:00,@FoxNews He did.  Assange published emails hacked by Russia and Fox News. Spent hours going through risotto recipe.,en,Tom62589172
22,2022-01-04 18:53:18+00:00,@FoxNews 💯agree along with the day Russia elected trump!!!,en,CherylJ48385194
23,2022-01-04 18:25:55+00:00,"@FoxNews Fox has become a Russian mouthpiece for propaganda....\nPutin would love to have his ANTI-NATO puppet back in office for his Ukraine ambitions. \nFox plays right into them, too willingly.",en,Mike54204247
24,2022-01-04 17:01:00+00:00,"@FoxNews Fox news has become Russia's mouthpiece for propaganda,  putin would love to have his ANTI-NATO puppet back in office and Fox news plays right into them, too willingly....",en,Mike54204247
25,2022-01-04 16:59:41+00:00,"@FoxNews Fox news has become Russia's mouthpiece for propaganda, putin wants his ANTI-NATO puppet back in office for his Ukraine ambitions...\nFox plays right into them, too willingly.",en,Mike54204247
26,2022-01-04 16:49:28+00:00,"@FoxNews FOX news has become Russia's mouthpiece for propaganda...\nPUTIN would love to have his ANTI-NATO puppet back in office...\nFox plays right into them, too willingly",en,Mike54204247
27,2022-01-04 16:32:11+00:00,@FoxNews Can’t believe how ridiculous this whole investigation is. PTSD really come on man. Sounds like another Russia deal. Whole lot of nothing. Hate to see if something really bad happened. Get over yourself.,en,FrenetteSteven
28,2022-01-04 16:07:10+00:00,@FoxNews Actual evidence Russia interfered in our election to aid trump. Zero proof of rampant voter fraud to help Biden.,en,barbas5588
29,2022-01-04 13:56:14+00:00,@FoxNews Are we planning a land war in Russia? This is an absurd idea from warmongers,en,DC_hoda
30,2022-01-04 12:43:38+00:00,"@FoxNews Cool, did he pressure Ukraine for political dirt or incite a riot too?",en,DalesKid1967
31,2022-01-04 12:41:41+00:00,@FoxNews America is in denial. While we are broadcasting foolishness countries like Russia and China are moving forward with unchallenged success and our country can’t come together to pass anything but to sow discord and division,en,Jermain24615602
